X,Y,org.esa.sn,ShipDetect,geometry_P,Detected_x,Detected_y,Detected_l,Detected_1,Detected_w,Detected_2,style_css_,icon_url
12.5596916175543,44.3911464546365,ID00000086,target_085,POINT (12.474253618429705 43.78228239802141),"2046","6444",44.391146454636505,12.559691617554284,150.000000000000000,160.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
12.5457400881188,44.4054104963299,ID00000087,target_086,POINT (12.47425160527237 43.78228345218506),"1967","6618",44.405410496329893,12.545740088118810,130.000000000000000,110.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
12.6601988355181,44.405546674142,ID00000088,target_087,POINT (12.474265280902033 43.78228537144368),"2862","6452",44.405546674142045,12.660198835518091,120.000000000000000,100.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
12.6611803626729,44.4068912943863,ID00000089,target_088,POINT (12.474265373108128 43.78228551061528),"2873","6465",44.406891294386298,12.661180362672908,210.000000000000000,200.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
12.7237308210115,44.4208283260148,ID00000090,target_089,POINT (12.474272506454852 43.782287811938176),"3391","6524",44.420828326014842,12.723730821011481,160.000000000000000,130.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
13.3795372161232,44.5272741580838,ID00000091,target_090,POINT (12.474348359920574 43.782308346321955),"8738","6738",44.527274158083770,13.379537216123213,110.000000000000000,140.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
13.3795372161232,44.5272741580838,ID00000092,target_091,POINT (12.474348359920574 43.782308346321955),"8738","6738",44.527274158083770,13.379537216123213,110.000000000000000,140.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
14.002944857506,44.5990129236557,ID00000093,target_092,POINT (12.4744211544322 43.78232522059034),"13753","6666",44.599012923655707,14.002944857505961,40.000000000000000,50.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
12.4249758980714,44.4412136108757,ID00000094,target_093,POINT (12.47423631023217 43.78228465185434),"1099","7179",44.441213610875664,12.424975898071366,90.000000000000000,80.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
12.5198761858055,44.4230302241344,ID00000095,target_094,POINT (12.474248089897342 43.7822846053873),"1802","6845",44.423030224134422,12.519876185805476,150.000000000000000,130.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
12.5043595438819,44.4238864386861,ID00000096,target_095,POINT (12.474246207141688 43.78228442135017),"1682","6877",44.423886438686118,12.504359543881922,40.000000000000000,30.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
12.5036729098338,44.4250045353754,ID00000097,target_096,POINT (12.474246098190315 43.782284510480835),"1679","6890",44.425004535375429,12.503672909833806,100.000000000000000,150.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
12.52351424831,44.4586834598306,ID00000098,target_097,POINT (12.474247668198199 43.78228787419962),"1906","7222",44.458683459830638,12.523514248310043,50.000000000000000,50.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
12.9351007014642,44.5218650595302,ID00000099,target_098,POINT (12.474295350492868 43.78230043124318),"5253","7305",44.521865059530242,12.935100701464185,60.000000000000000,100.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
13.018155294114,44.5012301572152,ID00000100,target_099,POINT (12.474305782655454 43.782299964180275),"5860","6965",44.501230157215225,13.018155294114008,130.000000000000000,120.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
12.3626506480328,44.4757833488657,ID00000101,target_100,POINT (12.474228026125644 43.78228672475599),"686","7642",44.475783348865669,12.362650648032753,50.000000000000000,50.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
12.3975289336681,44.4641258416781,ID00000102,target_101,POINT (12.47423247127897 43.78228625302365),"933","7465",44.464125841678147,12.397528933668109,140.000000000000000,280.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
12.452565919506,44.4799669854713,ID00000103,target_102,POINT (12.474238677507753 43.782288599855264),"1397","7554",44.479966985471272,12.452565919506005,170.000000000000000,100.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
12.491406038586,44.5017467376765,ID00000104,target_103,POINT (12.474242787822346 43.782291210635336),"1746","7731",44.501746737676505,12.491406038586046,240.000000000000000,130.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
12.5453394984415,44.4778058070113,ID00000105,target_104,POINT (12.474249817956473 43.7822899595013),"2117","7395",44.477805807011329,12.545339498441496,150.000000000000000,130.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
12.5308868911018,44.4867347542354,ID00000106,target_105,POINT (12.474247875616244 43.78229052140725),"2023","7512",44.486734754235371,12.530886891101773,170.000000000000000,130.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
12.6240316405909,44.5207645007134,ID00000107,target_106,POINT (12.474258195947403 43.78229513597087),"2822","7741",44.520764500713383,12.624031640590902,150.000000000000000,280.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
12.358925848139,44.5118438300681,ID00000108,target_107,POINT (12.47422671443094 43.78228990717931),"734","8034",44.511843830068067,12.358925848138997,170.000000000000000,150.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
12.339590888954,44.5183578425054,ID00000109,target_108,POINT (12.474224248987701 43.78229016637056),"597","8132",44.518357842505416,12.339590888954037,90.000000000000000,160.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
12.3724243104964,44.5088589659487,ID00000110,target_109,POINT (12.474228399883485 43.78228986416777),"833","7982",44.508858965948711,12.372424310496349,190.000000000000000,90.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
12.438031001057,44.5048802838372,ID00000111,target_110,POINT (12.474236331560046 43.78229060067948),"1336","7843",44.504880283837245,12.438031001057018,180.000000000000000,130.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
12.4498003039793,44.5108284852295,ID00000112,target_111,POINT (12.474237605385651 43.782291330509196),"1441","7889",44.510828485229474,12.449800303979302,170.000000000000000,140.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
12.4380480550609,44.5175187244835,ID00000113,target_112,POINT (12.474236032484407 43.78229173431077),"1363","7978",44.517518724483537,12.438048055060928,180.000000000000000,140.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
12.4768736668577,44.5177532698471,ID00000114,target_113,POINT (12.474240673077537 43.7822924098312),"1667","7924",44.517753269847098,12.476873666857744,250.000000000000000,130.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
12.4950250331999,44.5401000986342,ID00000115,target_114,POINT (12.47424230614966 43.78229472387505),"1856","8137",44.540100098634177,12.495025033199857,170.000000000000000,170.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
12.4937021058567,44.5468656304268,ID00000116,target_115,POINT (12.474241987979491 43.7822953066793),"1860","8211",44.546865630426829,12.493702105856737,150.000000000000000,120.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
12.5105004602498,44.5229643472848,ID00000117,target_116,POINT (12.474244563302644 43.78229343499108),"1940","7930",44.522964347284848,12.510500460249792,260.000000000000000,160.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
12.5146187915552,44.5316403553197,ID00000118,target_117,POINT (12.474244854372524 43.782294286255194),"1991","8017",44.531640355319723,12.514618791555238,210.000000000000000,180.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
12.8807070328554,44.566267338418,ID00000119,target_118,POINT (12.474287778349284 43.78230352139764),"4920","7860",44.566267338417966,12.880707032855385,120.000000000000000,130.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
13.1863695828727,44.6155508855626,ID00000120,target_119,POINT (12.47432314562583 43.78231306142679),"7407","7957",44.615550885562627,13.186369582872656,70.000000000000000,80.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
12.4710942688498,44.5541211173636,ID00000121,target_120,POINT (12.474239110898779 43.78229558173572),"1699","8322",44.554121117363614,12.471094268849773,170.000000000000000,120.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
13.2686044133167,44.6822192081919,ID00000122,target_121,POINT (12.474331374763983 43.78232043426402),"8183","8560",44.682219208191896,13.268604413316742,90.000000000000000,100.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
13.2139017313304,44.6874198103712,ID00000123,target_122,POINT (12.474324710142705 43.78231998811694),"7767","8692",44.687419810371225,13.213901731330367,90.000000000000000,80.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
13.3125969298402,44.6869261672794,ID00000124,target_123,POINT (12.47433651123647 43.78232159500005),"8535","8550",44.686926167279410,13.312596929840192,100.000000000000000,130.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
13.7444139982289,44.7507892478461,ID00000125,target_124,POINT (12.474386599919972 43.782334556989824),"12028","8649",44.750789247846079,13.744413998228904,100.000000000000000,190.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
13.8902444419185,44.7576990842971,ID00000126,target_125,POINT (12.47440387012296 43.78233761169958),"13177","8528",44.757699084297045,13.890244441918492,100.000000000000000,100.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
12.397296461462,44.5957315351286,ID00000127,target_126,POINT (12.474229286116495 43.78229809644196),"1212","8877",44.595731535128635,12.397296461462044,50.000000000000000,90.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
12.8466926170818,44.6889913562206,ID00000128,target_127,POINT (12.47428077036473 43.78231399726968),"4909","9227",44.688991356220555,12.846692617081796,150.000000000000000,110.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
13.2455053244371,44.7452567361285,ID00000129,target_128,POINT (12.474327096091459 43.782325724119566),"8130","9271",44.745256736128461,13.245505324437149,90.000000000000000,90.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
13.2934238576282,44.7448897576846,ID00000130,target_129,POINT (12.474332828755529 43.782326486211346),"8502","9200",44.744889757684561,13.293423857628181,200.000000000000000,200.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
13.2455053244371,44.7452567361285,ID00000131,target_130,POINT (12.474327096091459 43.782325724119566),"8130","9271",44.745256736128461,13.245505324437149,90.000000000000000,90.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
13.6824912478008,44.8110033412149,ID00000132,target_131,POINT (12.474377759823268 43.78233893806666),"11663","9381",44.811003341214921,13.682491247800824,110.000000000000000,180.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
13.7637352382302,44.8524031635955,ID00000133,target_132,POINT (12.474386475155969 43.7823440245805),"12373","9719",44.852403163595518,13.763735238230169,30.000000000000000,30.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
12.901436886084,44.8250978127439,ID00000134,target_133,POINT (12.474284037409664 43.78232715688723),"5615","10612",44.825097812743877,12.901436886083976,140.000000000000000,290.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
12.9726325014117,44.8138725910856,ID00000135,target_134,POINT (12.474292828204975 43.78232733447314),"6146","10390",44.813872591085648,12.972632501411667,110.000000000000000,120.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
13.7171842951257,44.9145766779842,ID00000136,target_135,POINT (12.47437940867151 43.782348839197454),"12130","10452",44.914576677984194,13.717184295125660,280.000000000000000,150.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
13.7175473012394,44.9383567147673,ID00000137,target_136,POINT (12.474378880611999 43.78235098493662),"12178","10708",44.938356714767330,13.717547301239435,100.000000000000000,150.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
12.3292382428008,44.7958472039855,ID00000138,target_137,POINT (12.474216344353797 43.782314961437855),"1109","11122",44.795847203985538,12.329238242800752,30.000000000000000,40.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
12.3263334489838,44.7956375542798,ID00000139,target_138,POINT (12.474216002126427 43.78231489403468),"1086","11124",44.795637554279764,12.326333448983785,50.000000000000000,60.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
12.3095873916405,44.7947059558148,ID00000140,target_139,POINT (12.47421401998105 43.78231453422094),"954","11139",44.794705955814834,12.309587391640527,70.000000000000000,70.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
12.3235523967239,44.8043508584997,ID00000141,target_140,POINT (12.47421545775205 43.78231563541031),"1083","11222",44.804350858499689,12.323552396723946,70.000000000000000,70.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
12.352150372876,44.7958946816772,ID00000142,target_141,POINT (12.474219082329322 43.782315348572475),"1287","11089",44.795894681677225,12.352150372875965,90.000000000000000,60.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
12.3507975616527,44.795896680002,ID00000143,target_142,POINT (12.474218913337365 43.78231532434781),"1276","11091",44.795896680001995,12.350797561652676,60.000000000000000,40.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
12.3235523967239,44.8043508584997,ID00000144,target_143,POINT (12.47421545775205 43.78231563541031),"1083","11222",44.804350858499689,12.323552396723946,70.000000000000000,70.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
13.1512986230571,44.9590566107198,ID00000145,target_144,POINT (12.474310698922386 43.78234338336764),"7829","11702",44.959056610719770,13.151298623057073,130.000000000000000,100.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
13.6815608363493,45.0162673935821,ID00000146,target_145,POINT (12.474372716011233 43.782357391729825),"12050","11596",45.016267393582112,13.681560836349323,90.000000000000000,80.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
13.7048855430373,44.9938034710724,ID00000147,target_146,POINT (12.47437603448625 43.78235576233188),"12186","11323",44.993803471072354,13.704885543037300,60.000000000000000,70.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
13.1288108267527,44.9798137526315,ID00000148,target_147,POINT (12.474307502034488 43.78234487737013),"7696","11957",44.979813752631465,13.128810826752691,120.000000000000000,90.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
13.6134870986491,45.0429690697498,ID00000149,target_148,POINT (12.474363936294676 43.782358656783735),"11579","11975",45.042969069749788,13.613487098649069,70.000000000000000,120.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
13.6242830925343,45.0590031773689,ID00000150,target_149,POINT (12.47436483181717 43.782360281990925),"11692","12134",45.059003177368922,13.624283092534323,40.000000000000000,50.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
13.6753880755895,45.0327467328382,ID00000151,target_150,POINT (12.474371582065308 43.78235877135847),"12034","11782",45.032746732838149,13.675388075589535,30.000000000000000,40.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
13.6752355639972,45.0338867385239,ID00000152,target_151,POINT (12.474371534023307 43.78235887524536),"12035","11795",45.033886738523947,13.675235563997205,90.000000000000000,110.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
13.6729851262237,45.0340249825783,ID00000153,target_152,POINT (12.474371264081118 43.782358846219566),"12018","11799",45.034024982578323,13.672985126223688,50.000000000000000,80.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
13.6602421066888,45.0522399769703,ID00000154,target_153,POINT (12.4743693005503 43.78236027609006),"11955","12013",45.052239976970355,13.660242106688802,130.000000000000000,70.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
13.1524280136609,45.0357654252888,ID00000155,target_154,POINT (12.474308983456684 43.78235030258602),"7992","12526",45.035765425288837,13.152428013660854,140.000000000000000,280.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
13.6105921703935,45.0739968644695,ID00000156,target_155,POINT (12.474362834787772 43.78236140231495),"11616","12314",45.073996864469514,13.610592170393494,100.000000000000000,90.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
13.5965232987756,45.1335446888927,ID00000157,target_156,POINT (12.474359721928296 43.78236652520838),"11623","12975",45.133544688892719,13.596523298775562,100.000000000000000,250.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
13.5821008675255,45.1419134794092,ID00000158,target_157,POINT (12.474357799090118 43.78236703336065),"11529","13084",45.141913479409197,13.582100867525520,280.000000000000000,200.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
13.5891345127817,45.1438962699922,ID00000159,target_158,POINT (12.474358599704384 43.78236733106787),"11587","13096",45.143896269992226,13.589134512781740,50.000000000000000,40.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
13.5779493271353,45.1745019317598,ID00000160,target_159,POINT (12.474356519674291 43.78236989622725),"11560","13441",45.174501931759757,13.577949327135322,40.000000000000000,60.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
13.5745132078198,45.1909986882456,ID00000161,target_160,POINT (12.474355717453054 43.78237132877875),"11566","13624",45.190998688245578,13.574513207819832,270.000000000000000,170.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
12.5834151875335,45.0913681843316,ID00000162,target_161,POINT (12.474239620638752 43.782345801280385),"3702","13925",45.091368184331643,12.583415187533451,280.000000000000000,250.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
12.5705742167319,45.0907801246763,ID00000163,target_162,POINT (12.474238106921726 43.782345535585584),"3602","13937",45.090780124676328,12.570574216731885,70.000000000000000,70.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
12.5732113310241,45.0965777868166,ID00000164,target_163,POINT (12.474238278150144 43.782346095684815),"3634","13995",45.096577786816589,12.573211331024053,40.000000000000000,40.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
13.5680385055894,45.1974306416973,ID00000165,target_164,POINT (12.474354788858147 43.782371799320785),"11529","13702",45.197430641697338,13.568038505589415,70.000000000000000,110.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
12.3667500563295,45.1163322501227,ID00000166,target_165,POINT (12.474213118997358 43.782344427035135),"2080","14505",45.116332250122738,12.366750056329458,20.000000000000000,30.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
12.3662560787461,45.1178958222711,ID00000167,target_166,POINT (12.474213032185679 43.78234455743824),"2080","14522",45.117895822271088,12.366256078746076,110.000000000000000,260.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
12.6269764161647,45.1250860681059,ID00000168,target_167,POINT (12.474244018147605 43.78234956306259),"4109","14225",45.125086068105915,12.626976416164721,40.000000000000000,30.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
12.7262087530971,45.1374009463097,ID00000169,target_168,POINT (12.474255592527575 43.7823523310867),"4902","14216",45.137400946309711,12.726208753097129,50.000000000000000,50.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
12.590399390794,45.1833318553245,ID00000170,target_169,POINT (12.474238245971108 43.78235419272107),"3948","14903",45.183331855324525,12.590399390794005,40.000000000000000,50.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
12.5014498622194,45.2284273788616,ID00000171,target_170,POINT (12.474226531314661 43.78235676016065),"3356","15514",45.228427378861575,12.501449862219360,100.000000000000000,240.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
12.985468770919,45.2980878810204,ID00000172,target_171,POINT (12.474282725464315 43.78237112160703),"7233","15581",45.298087881020351,12.985468770919002,50.000000000000000,50.000000000000000,"fill:#ff0000; fill-opacity:0.2; stroke:#ff0000; stroke-opacity:1.0; stroke-width:1.0; symbol:circle",./0.png
